Mã CK,Tên Doanh Nghiệp,Tên thương hiệu / Viết tắt,Sàn giao dịch,Ngành ICB Cấp 1 (Industry),Ngành ICB Cấp 2 (Supersector),Ngành ICB Cấp 3 (Sector),Ngành ICB Cấp 4 (Subsector),Mã Phân Ngành (ICB Code L4),Nguồn tham khảo (Source),Trang chủ (Website),Cổng thông tin IR (Quan hệ CĐ)
CTW,Công ty Cổ phần Cấp thoát nước Cần Thơ,Cấp thoát nước Cần Thơ,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,7577,FiinPro / Vietcap IQ & Sở GDCK,https://ctn-cantho.com.vn,https://ctn-cantho.com.vn/quan-he-co-dong
CTX,Tổng Công ty Cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,CONSTREXIM,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,http://ctx.vn,http://ctx.vn/quan-he-co-dong
CVN,Công ty Cổ phần Vinam,Vinam Group,UPCOM,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Thiết bị y tế,4535,FiinPro / Vietcap IQ & Sở GDCK,http://vinamgroup.com.vn/,http://vinamgroup.com.vn/quan-he-co-dong
DAC,Công ty Cổ phần 382 Đông Anh,CTCP 382 Đông Anh,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://www.382donganh.com/,http://www.382donganh.com/quan-he-co-dong
DAG,Công ty Cổ phần Tập đoàn Nhựa Đông Á,TĐ Nhựa Đông Á,UPCOM,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",1353,FiinPro / Vietcap IQ & Sở GDCK,https://www.dag.com.vn,https://www.dag.com.vn/quan-he-co-dong
DAS,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng,Thiết bị Dầu khí Đà Nẵng,UPCOM,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,3353,FiinPro / Vietcap IQ & Sở GDCK,https://daesco.vn/,https://daesco.vn/quan-he-co-dong
DBM,Công ty Cổ phần Dược - Vật tư Y tế Đắk Lắk,BAMEPHARM,UPCOM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,https://bamepharm.com.vn,https://bamepharm.com.vn/quan-he-co-dong
DC1,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Phát triển Xây dựng số 1 (DIC1),UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,http://www.dic1.vn,http://www.dic1.vn/quan-he-co-dong
DCF,Công ty Cổ phần Xây dựng và Thiết kế số 1,XD và Thiết kế số 1,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,http://www.decofi.vn,http://www.decofi.vn/quan-he-co-dong
DCG,Công ty Cổ phần Tổng Công ty May Đáp Cầu,May Đáp Cầu,UPCOM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,3763,FiinPro / Vietcap IQ & Sở GDCK,https://dagarcobn.com/,https://dagarcobn.com/quan-he-co-dong
DCH,Công ty Cổ phần Địa chính Hà Nội,Địa chính Hà Nội,UPCOM,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",8637,FiinPro / Vietcap IQ & Sở GDCK,http://hcsc.com.vn,http://hcsc.com.vn/quan-he-co-dong
DCR,Công ty Cổ phần Gạch men COSEVCO,Gạch men COSEVCO,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://dacera.com.vn,http://dacera.com.vn/quan-he-co-dong
DCS,Công ty Cổ phần Tập đoàn EDX,Tập đoàn EDX,UPCOM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng,3726,FiinPro / Vietcap IQ & Sở GDCK,https://daichau.edx.vn/,https://daichau.edx.vn/quan-he-co-dong
DCT,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai,Tấm lợp VLXD Đồng Nai,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://donac.net,http://donac.net/quan-he-co-dong
DCV,Công ty Cổ phần Quản Lý Quỹ đầu tư Dragon Capital Việt Nam,Quản Lý Quỹ Dragon Capital Việt Nam,UPCOM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Quản lý tài sản,8771,FiinPro / Vietcap IQ & Sở GDCK,https://dragoncapital.com.vn/,https://dragoncapital.com.vn/quan-he-co-dong
DDB,Công ty Cổ Phần Thương Mại Và Xây Dựng Đông Dương,TM & XD Đông Dương,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,https://dongduongwood.com/,https://dongduongwood.com/quan-he-co-dong
DDG,Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Đầu tư CN XNK Đông Dương,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,7573,FiinPro / Vietcap IQ & Sở GDCK,https://dongduongcorp.com.vn/vi/,https://dongduongcorp.com.vn/vi/quan-he-co-dong
DDH,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng,Đảm bảo GTĐT Hải Phòng,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2777,FiinPro / Vietcap IQ & Sở GDCK,http://gtdthp.com.vn,http://gtdthp.com.vn/quan-he-co-dong
DDM,Công ty Cổ phần Hàng hải Đông Đô,Hàng hải Đông Đô,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2773,FiinPro / Vietcap IQ & Sở GDCK,https://dongdomarine.com.vn/,https://dongdomarine.com.vn/quan-he-co-dong
DDN,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng,Dược - TB Y tế Đà Nẵng,UPCOM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,https://dapharco.com.vn,https://dapharco.com.vn/quan-he-co-dong
DDV,Công ty Cổ phần DAP - Vinachem,DAP - Vinachem,UPCOM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",1357,FiinPro / Vietcap IQ & Sở GDCK,http://www.dap-vinachem.com.vn,http://www.dap-vinachem.com.vn/quan-he-co-dong
DFC,Công ty Cổ phần Xích líp Đông Anh,Xích líp Đông Anh,UPCOM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757,FiinPro / Vietcap IQ & Sở GDCK,http://xichlipda.vn,http://xichlipda.vn/quan-he-co-dong
DFF,Công ty Cổ phần Tập đoàn Đua Fat,Tập đoàn Đua Fat,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://duafat.com.vn/,https://duafat.com.vn/quan-he-co-dong
DGT,Công ty Cổ phần Công trình Giao thông Đồng Nai,Công trình GT Đồng Nai,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,https://dgtc.vn,https://dgtc.vn/quan-he-co-dong
DHB,Công ty Cổ phần Phân đạm và Hóa chất Hà Bắc,Đạm Hà Bắc,UPCOM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",1357,FiinPro / Vietcap IQ & Sở GDCK,https://damhabac.com.vn,https://damhabac.com.vn/quan-he-co-dong
DHD,Công ty Cổ phần Dược Vật Tư Y Tế Hải Dương,Dược Vật Tư Y Tế Hải Dương,UPCOM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,https://hdpharma.vn,https://hdpharma.vn/quan-he-co-dong
DHN,Công ty Cổ phần Dược phẩm Hà Nội,Dược Hà Nội,UPCOM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,http://www.hanoipharma.com,http://www.hanoipharma.com/quan-he-co-dong
DHQ,Công ty Cổ phần Duyên hải Quảng Ninh,Duyên hải Quảng Ninh,UPCOM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5753,FiinPro / Vietcap IQ & Sở GDCK,,https://finance.vietstock.vn/DHQ/ho-so-doanh-nghiep.htm
DIC,Công ty Cổ phần Đầu tư và Thương mại DIC,ĐT và TM DIC,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://www.dic-intraco.vn,http://www.dic-intraco.vn/quan-he-co-dong
DID,Công ty Cổ phần DIC - Đồng Tiến,DIC - Đồng Tiến,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://dicdongtien.vn/,http://dicdongtien.vn/quan-he-co-dong
DKC,Công ty Cổ phần Chợ Lạng Sơn,Chợ Lạng Sơn,UPCOM,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,5373,FiinPro / Vietcap IQ & Sở GDCK,https://chodongkinh.com.vn/index.php?language=vi&amp;nv=about,https://chodongkinh.com.vn/index.php?language=vi&amp;nv=about/quan-he-co-dong
DKG,Công ty Cổ Phần Tập đoàn DamiK,Tập đoàn DamiK,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,https://damik.com/,https://damik.com/quan-he-co-dong
DLD,Công ty Cổ phần Du lịch Đắk Lắk,Du lịch Đắk Lắk,UPCOM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5753,FiinPro / Vietcap IQ & Sở GDCK,https://daklaktourist.com.vn,https://daklaktourist.com.vn/quan-he-co-dong
DLR,Công ty Cổ phần Địa ốc Đà Lạt,Địa ốc Đà Lạt,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,http://www.dalatreal.com.vn,http://www.dalatreal.com.vn/quan-he-co-dong
DLT,Công ty Cổ phần Du lịch và Thương mại - Vinacomin,Du lịch và TM - Vinacomin,UPCOM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,FiinPro / Vietcap IQ & Sở GDCK,https://vttctravel.vn,https://vttctravel.vn/quan-he-co-dong
DM7,Công ty Cổ phần Dệt may 7,Dệt may 7,UPCOM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,3763,FiinPro / Vietcap IQ & Sở GDCK,https://detmay7.com.vn/,https://detmay7.com.vn/quan-he-co-dong
DMH,Công ty Cổ phần Dược Minh Hải,Dược Minh Hải,UPCOM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,http://www.mipharmco.com.vn,http://www.mipharmco.com.vn/quan-he-co-dong
DMN,Công ty Cổ phần Domenal,Domenal,UPCOM,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,3573,FiinPro / Vietcap IQ & Sở GDCK,http://domenal.com.vn,http://domenal.com.vn/quan-he-co-dong
DNA,Công ty Cổ phần Điện nước An Giang,Điện nước An Giang,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,7577,FiinPro / Vietcap IQ & Sở GDCK,http://diennuocag.com.vn,http://diennuocag.com.vn/quan-he-co-dong
DND,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,XD và Vật liệu Đồng Nai,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://vatlieudongnai.vn,http://vatlieudongnai.vn/quan-he-co-dong
DNE,Công ty Cổ phần Môi trường Đô thị Đà Nẵng,Môi trường Đô thị Đà Nẵng,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường,2799,FiinPro / Vietcap IQ & Sở GDCK,http://www.moitruongdothidanang.com.vn,http://www.moitruongdothidanang.com.vn/quan-he-co-dong
DNH,Công ty Cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Thủy điện Đa Nhim-Hàm Thuận-Đa Mi,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,7535,FiinPro / Vietcap IQ & Sở GDCK,https://www.dhd.com.vn/,https://www.dhd.com.vn/quan-he-co-dong
DNL,Công ty Cổ phần Logistics Cảng Đà Nẵng,Logistics Cảng Đà Nẵng,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2777,FiinPro / Vietcap IQ & Sở GDCK,https://www.danalog.com.vn,https://www.danalog.com.vn/quan-he-co-dong
DNM,Tổng Công ty Cổ phần Y tế Danameco,Y tế Danameco,UPCOM,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Dụng cụ y tế,4537,FiinPro / Vietcap IQ & Sở GDCK,http://danameco.com,http://danameco.com/quan-he-co-dong
DNN,Công ty Cổ phần Cấp nước Đà Nẵng,Cấp nước Đà Nẵng,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,7577,FiinPro / Vietcap IQ & Sở GDCK,https://dawaco.com.vn,https://dawaco.com.vn/quan-he-co-dong
DNT,Công ty Cổ phần Du lịch Đồng Nai,Du lịch Đồng Nai,UPCOM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,5755,FiinPro / Vietcap IQ & Sở GDCK,https://www.dulichdongnai.com.vn/,https://www.dulichdongnai.com.vn/quan-he-co-dong
DNW,Công ty Cổ phần Cấp nước Đồng Nai,Cấp nước Đồng Nai,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,7577,FiinPro / Vietcap IQ & Sở GDCK,https://dowaco.vn/,https://dowaco.vn/quan-he-co-dong
DO3,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc III,Kinh doanh Địa ốc 3,UPCOM,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,,https://finance.vietstock.vn/DO3/ho-so-doanh-nghiep.htm
DOC,Công ty Cổ phần Vật tư nông nghiệp Đồng Nai,Vật tư nông nghiệp Đồng Nai,UPCOM,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",1357,FiinPro / Vietcap IQ & Sở GDCK,http://docam.vn/,http://docam.vn/quan-he-co-dong
DOP,Công ty Cổ phần Vận tải Xăng dầu Đồng Tháp,Vận tải XD Đồng Tháp,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2779,FiinPro / Vietcap IQ & Sở GDCK,http://dopetco.com.vn,http://dopetco.com.vn/quan-he-co-dong
DP1,Công ty Cổ phần Dược phẩm Trung ương CPC1,Dược phẩm Trung ương CPC1,UPCOM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,https://cpc1.com.vn,https://cpc1.com.vn/quan-he-co-dong
DP2,Công ty Cổ phần Dược phẩm Trung ương 2,Dược phẩm TW 2,UPCOM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,https://dopharma.vn,https://dopharma.vn/quan-he-co-dong
DPC,Công ty Cổ phần Nhựa Đà Nẵng,Nhựa Đà Nẵng,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2723,FiinPro / Vietcap IQ & Sở GDCK,http://www.danaplast.vn,http://www.danaplast.vn/quan-he-co-dong
DPH,Công ty Cổ phần Dược phẩm Hải Phòng,Dược phẩm Hải Phòng,UPCOM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,https://haipharco.vn/,https://haipharco.vn/quan-he-co-dong
DPP,Công ty Cổ phần Dược Đồng Nai,Dược Đồng Nai,UPCOM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,http://donaipharm.com.vn,http://donaipharm.com.vn/quan-he-co-dong
DRG,Công ty Cổ phần Cao su Đắk Lắk,Cao su Đắk Lắk,UPCOM,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",1353,FiinPro / Vietcap IQ & Sở GDCK,http://dakruco.com,http://dakruco.com/quan-he-co-dong
DRI,Công ty Cổ phần Đầu tư Cao su Đắk Lắk,Đầu tư Cao su Đắk Lắk,UPCOM,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",1353,FiinPro / Vietcap IQ & Sở GDCK,https://dri.com.vn/,https://dri.com.vn/quan-he-co-dong
DSD,Công ty cổ phần DHC Suối Đôi,DHC Suối Đôi,UPCOM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,5755,FiinPro / Vietcap IQ & Sở GDCK,https://dhcgroup.vn/,https://dhcgroup.vn/quan-he-co-dong
DSG,Công ty Cổ phần Kính Đáp Cầu,Kính Đáp Cầu,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://www.kinhdapcau.vn,http://www.kinhdapcau.vn/quan-he-co-dong
DSH,Công ty Cổ phần Đông Sơn Holdings,Đông Sơn Holdings,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://htds.vn/,https://htds.vn/quan-he-co-dong
DSP,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Dịch vụ Du lịch Phú Thọ,UPCOM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,FiinPro / Vietcap IQ & Sở GDCK,http://phuthotourist.vn,http://phuthotourist.vn/quan-he-co-dong
DTC,Công ty Cổ phần Viglacera Đông Triều,Viglacera Đông Triều,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://viglaceradtc.com.vn,http://viglaceradtc.com.vn/quan-he-co-dong
DTH,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Vật tư Y tế Thanh Hóa,UPCOM,Dược phẩm và Y tế,Y tế,Thiết bị và Dịch vụ Y tế,Thiết bị y tế,4535,FiinPro / Vietcap IQ & Sở GDCK,https://thephaco.vn/vi/,https://thephaco.vn/vi/quan-he-co-dong
DTI,Công ty Cổ phần Đầu tư Đức Trung,Đầu tư Đức Trung,UPCOM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5753,FiinPro / Vietcap IQ & Sở GDCK,https://ductrung.com.vn/,https://ductrung.com.vn/quan-he-co-dong
DTP,Công ty Cổ phần Dược phẩm CPC1 Hà Nội,Dược phẩm CPC1 Hà Nội,UPCOM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,https://cpc1hn.com.vn/,https://cpc1hn.com.vn/quan-he-co-dong
DTR,Công ty Cổ Phần Đông Tây Land,Dong Tay Land Corp,UPCOM,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,https://dongtayland.vn/,https://dongtayland.vn/quan-he-co-dong
DUS,Công ty Cổ phần Dịch vụ Đô thị Đà Lạt,Dịch vụ Đô thị Đà Lạt,UPCOM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Chất thải & Môi trường,2799,FiinPro / Vietcap IQ & Sở GDCK,http://dothidalat.com.vn,http://dothidalat.com.vn/quan-he-co-dong
DVC,Công ty Cổ phần Thương mại dịch vụ Tổng Hợp Cảng Hải Phòng,TM dịch vụ Cảng Hải Phòng,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,7573,FiinPro / Vietcap IQ & Sở GDCK,http://www.dichvucang.com,http://www.dichvucang.com/quan-he-co-dong
DVG,Công ty Cổ phần Đại Việt Group DVG,Tập đoàn Sơn Đại Việt,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://daivietgroupjsc.vn/,http://daivietgroupjsc.vn/quan-he-co-dong
DVN,Tổng Công ty Dược Việt Nam - CTCP,Tổng Công ty Dược Việt Nam,UPCOM,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,http://vinapharm.com.vn,http://vinapharm.com.vn/quan-he-co-dong
DVW,Công ty Cổ phần Dịch vụ và Xây dựng cấp nước Đồng Nai,DV và XD cấp nước Đồng Nai,UPCOM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://dvxdcn.com/,https://dvxdcn.com/quan-he-co-dong
DWC,Công ty Cổ phần Cấp nước Đắk Lắk,Cấp nước Đắk Lắk,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,7577,FiinPro / Vietcap IQ & Sở GDCK,http://dakwaco.com.vn,http://dakwaco.com.vn/quan-he-co-dong
DWS,Công ty Cổ phần Cấp nước và Môi trường Đô thị Đồng Tháp,Cấp nước Đồng Tháp,UPCOM,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,7577,FiinPro / Vietcap IQ & Sở GDCK,http://www.dowasen.com,http://www.dowasen.com/quan-he-co-dong
DXL,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,Du lịch và Xuất nhập khẩu Lạng Sơn,UPCOM,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,5753,FiinPro / Vietcap IQ & Sở GDCK,http://tocolimexlangson.com,http://tocolimexlangson.com/quan-he-co-dong
